1	и	conj	and
1052	попытаться	verb	to attempt
1053	стакан	noun	glass container
1054	всякий	adj	every, any
1055	умный	adj	clever
1056	трое	card	three
1057	материал	noun	material
1058	ужас	noun	horror
1059	схватить	verb	to seize, to grip
1060	приняться	verb	to start
1061	значение	noun	value, meaning
1062	труба	noun	pipe
1063	отказаться	verb	to refuse
1064	виноватый	adj	guilty
1065	стихи	noun	verses
1066	способ	noun	method
1067	обстоятельство	noun	circumstance
1068	четвертый	ord	fourth
1069	степень	noun	degree
1070	германия	noun	germany
1071	ссср	noun	ussr
1072	отправиться	verb	to leave, set off/out
1073	вставать	verb	to arise, stand up
1074	волна	noun	wave
1075	обратиться	verb	to turn, to address
1076	плохой	adj	bad, amiss
1077	мертвый	adj	dead
1078	предлагать	verb	to propose
1079	глубина	noun	depth
1080	специальный	adj	special
1081	представитель	noun	representative
1082	нож	noun	knife
1083	точный	adj	precise
1084	рынок	noun	market
1085	шум	noun	noise
1086	студент	noun	student
1087	впечатление	noun	impression
1088	засмеяться	verb	to laugh
1089	отдел	noun	division
1090	запад	noun	west
1091	очко	noun	point
1092	падать	verb	to fall
1093	закончить	verb	to finish
1094	снимать	verb	to remove
1095	успех	noun	success
1096	инженер	noun	engineer
1097	население	noun	population
1098	животный	adj	animal
1099	встречаться	verb	to encounter, to meet
1100	некий	pron	certain
1101	вдоль	prep	along, lengthwise
1102	пыль	noun	dust
1103	следить	verb	to watch, to follow
1104	зайти	verb	to visit
1105	спасти	verb	to save
1106	знание	noun	knowledge
1107	различный	adj	different, various
1108	секретарь	noun	secretary
1109	побежать	verb	to start running
1110	ошибка	noun	error
1111	боец	noun	soldier
1112	женский	adj	female
1113	масса	noun	mass
1114	черта	noun	features
1115	одновременно	adv	simultaneously
1116	царь	noun	emperor
1117	естественно	adv	naturally
1118	позволять	verb	to allow
1119	закрыть	verb	to shut
1120	фигура	noun	figure
1121	велеть	verb	to order
1122	противник	noun	enemy
1123	даль	noun	distance
1124	знаменитый	adj	famous
1125	нормальный	adj	normal
1126	журнал	noun	periodical
1127	направление	noun	direction
1128	замок	noun	lock, castle
1129	иметься	verb	be available
1130	победа	noun	victory
1131	суметь	verb	to be able
1132	сотрудник	noun	colleague
1133	заговорить	verb	to start talking
1134	несколько	pron	several, a few
1135	крепкий	adj	strong
1136	подниматься	verb	to rise
1137	вытащить	verb	to take out
1138	редкий	adj	rare
1139	мягкий	adj	soft
1140	всякий всякая	pron	anybody, everyone
1141	городской	adj	urban
1142	социальный	adj	social
1143	адрес	noun	address
1144	обращаться	verb	to address
1145	период	noun	period
1146	еврей	noun	jewish
1147	слух	noun	rumor
1148	пользоваться	verb	to use
1149	клуб	noun	club
1150	верно	adv	aright, correct
1151	хвост	noun	tail
1152	восемь	card	eight
1153	пошлый	adj	vulgar, banal
1154	предмет	noun	object
1155	честь	noun	honor
1156	общественный	adj	public
1157	открывать	verb	to open
1158	отдельный	adj	separate
1159	лечение	noun	treatment
1160	экономический	adj	economic
1161	взяться	verb	to undertake
1162	встретиться	verb	to meet, get together
1163	зрение	noun	sight
1164	замечать	verb	to note
1165	наблюдать	verb	to observe
1166	наоборот	adv	vice versa, conversely
1167	голый	adj	naked
1168	круглый	adj	round
1169	беда	noun	misfortune
1170	столица	noun	capital city
1171	обед	noun	dinner
1172	грязный	adj	dirty
1173	опустить	verb	to lower
1174	культура	noun	culture
1175	спешить	verb	to hurry
1176	высота	noun	height
1177	территория	noun	territory
1178	костюм	noun	suit
1179	светлый	adj	bright
1180	деревянный	adj	wooden
1181	гораздо	adv	much
1182	громко	adv	loudly
1183	поздно	adv	late, out of time
1184	обернуться	verb	to turn one&#39, s face
1185	попытка	noun	attempt
1186	дно	noun	bottom
1187	пятьдесят	card	fifty
1188	остановить	verb	to stop
1189	полностью	adv	completely
1190	страница	noun	page
1191	лишний	adj	superfluous, extra
1192	многое	pron	much
1193	еда	noun	food
1194	размер	noun	size
1195	курить	verb	to smoke
1196	состоять	verb	to consist
1197	предприятие	noun	enterprise
1198	сцена	noun	scene
1199	английский	adj	english
1200	проснуться	verb	to awake
1201	устроить	verb	to arrange
1202	понравиться	verb	to please, to like
1203	явиться	verb	to appear
1204	фотография	noun	photograph
1205	заболевание	noun	disease
1206	принцип	noun	principle
1207	миг	noun	moment
1208	европа	noun	europe
1209	платить	verb	to pay
1210	помочь	verb	to assist, to help
1211	нынешний	adj	present
1212	вероятно	adv	probably
1213	тетя	noun	aunt
1214	лечь	verb	to lie down
1215	мастер	noun	master
1216	отряд	noun	detachment, squadron
1217	старуха	noun	old woman
1218	руководитель	noun	leader
1219	житель	noun	inhabitant
1220	меч	noun	sword
1221	научный	adj	scientific
1222	дышать	verb	to breathe
1223	господь господи	noun	the Lord, God
1224	наиболее	adv	most
1225	тюрьма	noun	prison
1226	ой	interj	oh! o dear!, ouch
1227	подождать	verb	to wait
1228	ближайший	adj	nearest
1229	внутри	prep	inside, within
1230	дворец	noun	palace
1231	яркий	adj	bright
1232	ученый	adj	scientific, trained
1233	камера	noun	camera
1234	привезти	verb	to bring
1235	существо	noun	creature, essence
1236	билет	noun	ticket
1237	соседний	adj	neighboring, adjacent
1238	фраза	noun	phrase
1239	повторять	verb	to repeat
1240	америка	noun	America
1241	весна	noun	spring
1242	лодка	noun	boat
1243	считаться	verb	to be counted
1244	фильм	noun	film
1245	родиться	verb	to be borne
1246	больница	noun	hospital
1247	смех	noun	laughter
1248	специалист	noun	specialist
1249	образование	noun	formation, education
1250	спасть	verb	to fall, to decline
1251	пятый	ord	fifth
1252	мальчишка	noun	boy
1253	проговорить	verb	to speak
1254	выбрать	verb	to select
1255	тяжело	adv	heavily, hard
1256	определенный	adj	special, definite
1257	продукт	noun	product
1258	пистолет	noun	pistol
1259	раздаться	verb	be heard
1260	постепенно	adv	gradually
1261	родина	noun	native land
1262	возможный	adj	possible
1263	личность	noun	personality
1264	собственно	adv	strictly
1265	собрать	verb	to gather
1266	насчет	prep	about, as regards, concerning
1267	внимательно	adv	heedfully, observantly
1268	скорость	noun	speed
1269	участок	noun	section
1270	учить	verb	to teach, to learn
1271	технический	adj	technical
1272	видимый	adj	visible
1273	текст	noun	text
1274	зверь	noun	beast
1275	вслед	prep	after, behind
1276	ездить	verb	to drive
1277	злой	adj	wicked, evil
1278	извинить	verb	to excuse
1279	дикий	adj	wild
1280	народный	adj	people
1281	артист	noun	artist
1282	усмехнуться	verb	to smile, to sneer
1283	автомобиль	noun	automobile
1284	участие	noun	participation
1285	кот	noun	cat
1286	мост	noun	bridge
1287	примерно	adv	approximately
1288	находить	verb	to find
1289	здоровье	noun	health
1290	костер	noun	bonfire
1291	заходить	verb	to go in
1292	человечество	noun	humanity
1293	пуля	noun	bullet
1294	сомнение	noun	doubt
1295	морской	adj	sea
1296	отсутствие	noun	absence
1297	случайно	adv	by chance
1298	сложный	adj	complex
1299	мясо	noun	meat
1300	нечто	pron	something
1301	собирать	verb	to gather
1302	отметить	verb	to note
1303	исторический	adj	historical
1304	читатель	noun	reader
1305	доска	noun	board
1306	убийство	noun	murder
1307	дальний	adj	distant
1308	тянуть	verb	to pull
1309	мгновение	noun	instant
1310	восток	noun	east
1311	обратить	verb	to turn, to convert
1312	отпустить	verb	to let go
1313	бегать	verb	to run
1314	настроение	noun	mood
1315	означать	verb	to indicate
1316	составлять	verb	to comprise
1317	реальный	adj	real
1318	пауза	noun	pause
1319	прием	noun	admission
1320	порог	noun	threshold, doorstep
1321	фон	noun	background
1322	национальный	adj	national
1323	выдержать	verb	to withstand
1324	ясный	adj	clear
1325	весело	adv	cheerily, gaily
1326	пропасть	verb	disappear
1327	рыжий	adj	red
1328	постоянно	adv	constantly
1329	песок	noun	sand
1330	долг	noun	debt
1331	настолько	adv	so
1332	пьяный	adj	drunk
1333	поступить	verb	to enter, to behave
1334	предложение	noun	proposal
1335	внешний	adj	external
1336	работник	noun	worker
1337	проверить	verb	to verify
1338	отправить	verb	to send
1339	прекрасно	adv	wonderful
1340	наступить	verb	to begin, act on the offensive
1341	объяснять	verb	to explain
1342	сожаление	noun	regret
1343	пожать	verb	to shake
1344	сверху	prep	on top, from above
1345	торчать	verb	to stick out
1346	оставлять	verb	to leave
1347	горло	noun	throat
1348	навстречу	adv	towards
1349	ресторан	noun	restaurant
1350	список	noun	list
1351	задний	adj	rear
1352	праздник	noun	holiday
1353	покой	noun	rest
1354	шутка	noun	joke
1355	автобус	noun	bus
1356	рада	noun	ukrainian parlament
1357	летний	adj	summer
1358	вариант	noun	version
1359	занимать	verb	to occupy
1360	дыхание	noun	breath, respiration
1361	признаться	verb	to confess, to acknowledge
1362	организм	noun	organism
1363	дрожать	verb	to shake
1364	поймать	verb	to catch
1365	опасный	adj	dangerous
1366	жертва	noun	victim
1367	далее	adv	further
1368	начальство	noun	authorities
1369	каменный	adj	rock
1370	рукав	noun	sleeve
1371	занятие	noun	occupation
1372	северный	adj	northern
1373	признать	verb	to recognize
1374	охрана	noun	protection
1375	бедный	adj	poor
1376	постоянный	adj	constant
1377	масло	noun	butter, oil
1378	сунуть	verb	to pop into, to put
1379	захотеть	verb	to want
1380	дорогой	adv	by road
1381	кость	noun	bone
1382	международный	adj	international
1383	воскликнуть	verb	to exclaim out
1384	пиво	noun	beer
1385	полтора	card	one and half
1386	принятый	adj	accepted
1387	вскочить	verb	to jump
1388	центральный	adj	central
1389	чиновник	noun	official
1390	эхо	noun	echo
1391	внизу	prep	below, beneath
1392	здравствовать	verb	to be in good health
1393	потолок	noun	ceiling
1394	легкое	noun	lung
1395	руководство	noun	management
1396	защита	noun	protection
1397	разрешить	verb	to permit, to solve
1398	важно	adv	important
1399	энергия	noun	energy
1400	звонок	noun	bell
1401	построить	verb	to build
1402	сигарета	noun	cigarette
1403	закрытый	adj	closed
1404	пустить	verb	to release
1405	тепло	noun	warmth, heat
1406	кошка	noun	cat
1407	установить	verb	to establish
1408	зона	noun	zone
1409	диван	noun	sofa
1410	встречать	verb	to meet
1411	внезапно	adv	suddenly
1412	предел	noun	limit
1413	единый	adj	united
1414	напротив	prep	opposite to, across the way
1415	зря	adv	in vain
1416	полагать	verb	to assume
1417	перейти	verb	to go over, to pass
1418	мечтать	verb	to dream
1419	пятнадцать	card	fifteen
1420	терять	verb	to lose
1421	трудный	adj	difficult
1422	испытывать	verb	to experience
1423	постель	noun	bed
1424	тайна	noun	secret
1425	лезть	verb	to climb
1426	туман	noun	fog
1427	древний	adj	ancient
1428	бросать	verb	to throw
1429	книжка	noun	book
1430	жалко	adv	pitiful
1431	воспоминание	noun	recollection
1432	оглянуться	verb	to look back
1433	ленинград	noun	leningrad
1434	густой	adj	thick
1435	практически	adv	practically
1436	вечный	adj	eternal
1437	существование	noun	existence
1438	сзади	prep	behind
1439	королева	noun	queen
1440	принадлежать	verb	to belong
1441	вход	noun	entrance
1442	церковь	noun	church
1443	преступление	noun	crime
1444	музей	noun	museum
1445	планета	noun	planet
1446	опасность	noun	danger
1447	прочитать	verb	to read
1448	говориться	verb	to speak
1449	пускать	verb	to release
1450	прочий	pron	other
1451	болеть	verb	to be ill
1452	положенный	adj	prescribed, authorized
1453	иностранный	adj	foreign
1454	низкий	adj	low
1455	поиск	noun	search
1456	палатка	noun	tent
1457	пригласить	verb	to invite
1458	добраться	verb	to reach
1459	французский	adj	french
1460	источник	noun	source
1461	честно	adv	honestly
1462	основание	noun	base
1463	видать	verb	to see
1464	родственник	noun	relative
1465	угодный	adj	acceptable
1466	выступать	verb	to come out, to act
1467	определить	verb	to determine
1468	взрослый	adj	adult
1469	заглянуть	verb	to glance
1470	осень	noun	autumn
1471	представление	noun	presentation, idea
1472	способность	noun	ability
1473	понятие	noun	notion, concept
1474	тон	noun	tone
1475	итак	adv	thus
1476	аппарат	noun	apparatus
1477	водитель	noun	driver
1478	утверждать	verb	to assert
1479	глупый	adj	foolish
1480	больно	adv	painfully
1481	тайный	adj	secret
1482	крыло	noun	wing
1483	изменение	noun	change
1484	беседа	noun	conversation
1485	пост	noun	post
1486	вывод	noun	conclusion, withdrawal
1487	комиссия	noun	commission
1488	стоить	verb	to cost
1489	множество	noun	great number, multitude
1490	явление	noun	phenomenon, appearance
1491	торопиться	verb	to hurry
1492	розовый	adj	pink
1493	вынуть	verb	to take out
1494	красота	noun	beauty
1495	дальнейший	adj	further, future
1496	мороз	noun	frost
1497	дача	noun	dacha
1498	очевидно	adv	obviously
1499	пастух	noun	herdsman
1500	вернуть	verb	to return
1501	рано	adv	early
1502	строить	verb	to construct, to build
1503	борода	noun	beard
1504	догадаться	verb	dawn upon, to surmise
1505	остальное	noun	rest
1506	младший	adj	junior, younger
1507	строго	adv	strict
1508	площадка	noun	playground
1509	ниже	adv	below
1510	усилие	noun	effort
1511	приятель	noun	friend
1512	честный	adj	honest
1513	ручка	noun	knob, pen
1514	повернуть	verb	to turn
1515	расти	verb	to grow
1516	столик	noun	table
1517	журналист	noun	journalist
1518	наверняка	adv	for sure
1519	выстрел	noun	shot
1520	озеро	noun	lake
1521	разобраться	verb	to understand, to unpack
1522	приятно	adv	enjoyably
1523	сумка	noun	bag
1524	кино	noun	cinema
1525	должность	noun	occupation, position
1526	зло	noun	evil
1527	позиция	noun	attitude, position
1528	поглядеть	verb	to have a look
1529	готовить	verb	to prepare, to cook
1530	верхний	adj	upper
1531	удивление	noun	surprise
1532	следователь	noun	inspector
1533	ученик	noun	student
1534	серьезно	adv	seriously
1535	приятный	adj	pleasant
1536	основа	noun	basis, foundation
1537	горе	noun	grief
1538	выскочить	verb	to jump out
1539	повезти	verb	to transport
1540	рождение	noun	birth
1541	песня	noun	song
1542	готовиться	verb	to prepare
1543	полка	noun	shelf
1544	выполнять	verb	to carry out
1545	старшина	noun	first sergeant
1546	колесо	noun	wheel
1547	вряд ли	adv	hardly
1548	шофер	noun	driver
1549	проект	noun	project
1550	совесть	noun	conscience
1551	навсегда	adv	forever
1552	зависеть	verb	to depend
1553	суть	noun	essence
1554	режим	noun	regime
1555	поднимать	verb	to raise, to pick up
1556	стена	noun	wall
1557	чемодан	noun	suitcase, trunk
1558	платье	noun	dress, gown, frock
1559	возразить	verb	to object
1560	хозяйство	noun	economy, farm
1561	полиция	noun	police
1562	пункт	noun	point
1563	ствол	noun	stem
1564	толк	noun	sense
1565	вкус	noun	taste
1566	приезжать	verb	to arrive
1567	тотчас	adv	immediately
1568	добро	noun	good
1569	портрет	noun	portrait
1570	спустя	prep	after, later
1571	полк	noun	regiment
1572	кофе	noun	coffee
1573	отделение	noun	department
1574	подать	verb	to give, to serve
1575	обстановка	noun	situation
1576	пятно	noun	spot
1577	жениться	verb	to marry
1578	бровь	noun	eyebrow
1579	телевизор	noun	television set
1580	найтись	verb	to be located
1581	звучать	verb	to sound
1582	база	noun	base
1583	отличаться	verb	to differ
1584	отдавать	verb	to give back
1585	тревога	noun	anxiety
1586	послушать	verb	to listen to
1587	помещение	noun	lodging, room, investment
1588	русский	noun	russian
1589	делаться	verb	to be done
1590	перевести	verb	to transfer
1591	урок	noun	lesson
1592	выдать	verb	to give out
1593	поведение	noun	behavior
1594	создание	noun	creation
1595	собрание	noun	meeting
1596	дедушка	noun	grand-dad
1597	безопасность	noun	safety
1598	нервный	adj	nervous
1599	функция	noun	function
1600	нарушение	noun	disturbance
1601	требоваться	verb	to be required
1602	экран	noun	screen
1603	забрать	verb	to take away
1604	шапка	noun	cap, hat
1605	убивать	verb	to kill
1606	выпустить	verb	to let out
1607	полоса	noun	strip
1608	хозяйка	noun	mistress, housewife
1609	штаны	noun	pants
1610	врать	verb	to lie
1611	грязь	noun	mud
1612	жалить	verb	to sting
1613	заявление	noun	statement
1614	нижний	adj	lower
1615	жалеть	verb	to regret, to pity
1616	труп	noun	corpse
1617	неожиданный	adj	unexpected
1618	занятый	adj	occupied
1619	подарок	noun	gift
1620	рубашка	noun	shirt, chemise
1621	август	noun	august
1622	превратиться	verb	to turn into
1623	крепко	adv	firmly
1624	объект	noun	object
1625	открыться	verb	to be opened
1626	мощный	adj	powerful
1627	университет	noun	university
1628	охота	noun	hunting
1629	штука	noun	piece, thing
1630	муха	noun	fly
1631	обойтись	verb	to manage, to do without
1632	махнуть	verb	to wave
1633	довольный	adj	pleased, contented
1634	твердый	adj	solid
1635	молоко	noun	milk
1636	катить	verb	to roll
1637	отчего	adv	why
1638	никуда	adv	nowhere
1639	вынужденный	adj	forced
1640	направить	verb	to direct
1641	буква	noun	letter, character
1642	полезть	verb	to climb
1643	вершина	noun	peak, summit
1644	поверхность	noun	surface
1645	терпеть	verb	to tolerate, to suffer
1646	рассматривать	verb	to examine
1647	сходить	verb	to get off, to descend
1648	обращать	verb	to turn to, to transform
1649	больший	adj	larger
1650	товар	noun	goods
1651	доказать	verb	to prove
1652	лапа	noun	paw
1653	одетый	adj	dressed
1654	спуститься	verb	to go down
1655	гостиница	noun	hotel
1656	воевать	verb	to be at war
1657	абсолютно	adv	absolutely
1658	продать	verb	to sell
1659	середина	noun	middle
1660	солнечный	adj	sunny, solar
1661	назначить	verb	to appoint
1662	домашний	adj	domestic
1663	бригада	noun	brigade, team
1664	прочесть	verb	to read
1665	богатый	adj	rich
1666	признак	noun	sign
1667	среда	noun	environment, wednesday
1668	политика	noun	politics, policy
1669	капля	noun	drop
1670	вес	noun	weight
1671	измениться	verb	to change
1672	комитет	noun	committee
1673	отойти	verb	to go away
1674	плащ	noun	raincoat
1675	нету	predicate	there is no, there are no
1676	поток	noun	flow
1677	решать	verb	to decide, to solve
1678	вырасти	verb	to grow
1679	познакомиться	verb	to be introduced
1680	занять	verb	to engage
1681	гулять	verb	to go for a walk
1682	посадить	verb	to plant
1683	бледный	adj	pale
1684	стремиться	verb	to strive
1685	составить	verb	to comprise
1686	задуматься	verb	to think
1687	холод	noun	cold
1688	париж	noun	paris
1689	незнакомый	adj	unfamiliar, unknown
1690	решительно	adv	decisively
1691	позвать	verb	to call, to invite
1692	выполнить	verb	to carry out
1693	записка	noun	note
1694	появление	noun	appearance
1695	платок	noun	shawl
1696	двинуться	verb	to move
1697	обладать	verb	to possess
1698	успокоиться	verb	to be quieted
1699	забывать	verb	to forget
1700	обязанный	adj	obliged
1701	корпус	noun	body frame, building
1702	останавливаться	verb	to stop
1703	захватить	verb	to capture, to grasp
1704	близко	adv	closely
1705	окончательно	adv	conclusively
1706	сведение	noun	information
1707	удивительный	adj	surprising, amazing
1708	волноваться	verb	to worry
1709	забор	noun	fence
1710	октябрь	noun	october
1711	строй	noun	system
1712	морда	noun	snout
1713	прожить	verb	to live
1714	редко	adv	rarely
1715	изменить	verb	to change
1716	краска	noun	paint
1717	темно	adv	dark, gloomy
1718	спорить	verb	to argue
1719	кружок	noun	circle
1720	состояться	verb	to take place
1721	могила	noun	grave
1722	приводить	verb	to bring
1723	облако	noun	cloud
1724	шкаф	noun	cabinet
1725	варить	verb	to cook, to boil
1726	милиционер	noun	militiaman, policeman
1727	сумма	noun	sum
1728	святой	adj	saint
1729	сеть	noun	network, netting
1730	грех	noun	sin
1731	помолчать	verb	to be silent
1732	ожидание	noun	expectation
1733	необходимость	noun	need
1734	инспектор	noun	inspector
1735	сообщение	noun	message, information
1736	стенка	noun	wall
1737	подъезд	noun	porch, entrance
1738	слышно	adv	audibly
1739	напомнить	verb	to resemble, to remind
1740	парк	noun	park
1741	физический	adj	physical
1742	вокзал	noun	railway station
1743	несчастный	adj	unhappy
1744	орать	verb	to yell
1745	глухой	adj	deaf
1746	бороться	verb	to fight
1747	дойти	verb	to reach, to come to
1748	включить	verb	to include, to switch on
1749	борт	noun	board, side(of the ship)
1750	сумасшедший	adj	mad
1751	интересовать	verb	to interest
1752	умирать	verb	to die
1753	убитый	adj	killed
1754	взрыв	noun	explosion
1755	особенный	adj	special
1756	еле	adv	hardly
1757	расстояние	noun	distance
1758	локоть	noun	elbow
1759	актер	noun	actor
1760	усы	noun	moustache
1761	прибыть	verb	to arrive
1762	куртка	noun	jacket
1763	заставлять	verb	to force
1764	соответствующий	adj	appropriate
1765	частный	adj	private
1766	ох	interj	oh
1767	официальный	adj	official
1768	луна	noun	moon
1769	скала	noun	cliff
1770	экономика	noun	economy
1771	мужской	adj	male, masculine
1772	подтвердить	verb	to confirm
1773	тянуться	verb	to be pulled
1774	обыкновенный	adj	usual
1775	песнь	noun	canto, song
1776	здорово	adv	healthy -
1777	буквально	adv	literally
1778	испугаться	verb	to frighten
1779	пожилой	adj	elderly
1780	резкий	adj	sharp, harsh, keen
1781	шинель	noun	overcoat, uniform jacket
1782	лед	noun	ice
1783	волк	noun	wolf
1784	структура	noun	structure
1785	сержант	noun	sergeant
1786	совершить	verb	to accomplish, to commit
1787	съесть	verb	to eat
1788	клетка	noun	cage, cell
1789	поколение	noun	generation
1790	газ	noun	fume, gas
1791	значительный	adj	significant
1792	пила	noun	saw
1793	файл	noun	file
1794	кругом	adv	around
1795	орудие	noun	instrument
1796	коллега	noun	colleague, associate
1797	запомнить	verb	to memorize
1798	просьба	noun	request
1799	согласный	adj	agreeable
1800	выбор	noun	selection
1801	седой	adj	grey
1802	куча	noun	heap, pile
1803	корень	noun	root
1804	блестящий	adj	shining
1805	содержание	noun	content
1806	разница	noun	difference
1807	непонятный	adj	incomprehensible
1808	остаток	noun	remainder
1809	расчет	noun	calculation
1810	приближаться	verb	to approach
1811	чисто	adv	cleanly
1812	участвовать	verb	to participate
1813	восточный	adj	eastern
1814	ловить	verb	to catch
1815	температура	noun	temperature
1816	республика	noun	republic
1817	пояс	noun	belt
1818	удивляться	verb	to be surprised
1819	сомневаться	verb	to doubt
1820	шепот	noun	whisper
1821	сентябрь	noun	september
1822	дивизия	noun	division(military)
1823	гриб	noun	mushroom, fungus
1824	сравнение	noun	comparison
1825	строгий	adj	strict
1826	замереть	verb	to stand still
1827	бабка	noun	grandmother
1828	гражданский	adj	civil
1829	записать	verb	to write down
1830	реакция	noun	reaction
1831	тоска	noun	melancholy
1832	поселок	noun	settlement
1833	полчаса	noun	half-hour
1834	кольцо	noun	ring
1835	достоинство	noun	dignity, merit
1836	двенадцать	card	twelve
1837	радоваться	verb	to be glad
1838	вывести	verb	to derive
1839	создавать	verb	to create
1840	слой	noun	layer
1841	подарить	verb	to present, to give away
1842	оттого	adv	that is why
1843	страсть	noun	passion
1844	ровно	adv	exactly, precisely
1845	напряжение	noun	stress
1846	столовый	adj	table
1847	стыдный	adj	shameful
1848	коммунист	noun	communist
1849	глянуть	verb	to cast a look
1850	участник	noun	participant
1851	подруга	noun	(female) friend
1852	изба	noun	cottage
1853	голод	noun	hunger
1854	замечательный	adj	remarkable
1855	временный	adj	temporary
1856	пес	noun	dog
1857	заместитель	noun	deputy, assistant
1858	истина	noun	truth
1859	колонна	noun	column, pillar
1860	мгновенно	adv	instantly
1861	прикрыть	verb	to cover
1862	оборона	noun	defense
1863	скрывать	verb	to hide, to conceal
1864	поступать	verb	to enter, to act
1865	поразить	verb	to strike, to amaze
1866	везти	verb	to carry
1867	предстоять	verb	to be in prospect
1868	элемент	noun	element
1869	пиджак	noun	coat
1870	приносить	verb	to bring
1871	убедиться	verb	to be convinced
1872	телефонный	adj	telephone
1873	крыльцо	noun	porch
1874	отличие	noun	difference
1875	брюки	noun	trousers, pants
1876	исследование	noun	study
1877	орден	noun	order, medal
1878	юный	adj	young
1879	научиться	verb	to learn
1880	техника	noun	technology
1881	сойти	verb	to descend
1882	канал	noun	channel
1883	девчонка	noun	girl
1884	горький	adj	bitter
1885	крест	noun	cross
1886	печальный	adj	sad
1887	теория	noun	theory
1888	луч	noun	ray
1889	молчание	noun	silence
1890	литературный	adj	literary
1891	батарея	noun	battery
1892	устройство	noun	device
1893	палка	noun	stick
1894	тащить	verb	to drag
1895	фонарь	noun	lamp
1896	лесной	adj	forest
1897	естественный	adj	natural
1898	контроль	noun	control
1899	крутой	adj	steep
1900	произвести	verb	to produce
1901	проклятый	adj	cursed
1902	покрыть	verb	to cover
1903	глубоко	adv	deeply
1904	страдать	verb	to suffer
1905	ветка	noun	branch
1906	влияние	noun	influence
1907	разведка	noun	reconnaissance
1908	справа	adv	to the right
1909	девять	card	nine
1910	польза	noun	benefit
1911	дочка	noun	daughter
1912	надпись	noun	inscription
1913	ненавидеть	verb	to hate
1914	истинный	adj	true
1915	обезьяна	noun	monkey
1916	замолчать	verb	to become silent
1917	твердо	adv	solidly
1918	склад	noun	storage
1919	передний	adj	front
1920	север	noun	north
1921	покупать	verb	to buy
1922	печать	noun	press
1923	крестьянин	noun	peasant
1924	южный	adj	southern
1925	пальто	noun	coat
1926	любопытство	noun	curiosity
1927	тарелка	noun	plate
1928	следствие	noun	consequence, investigation
1929	насколько	adv	how
1930	выбирать	verb	to select
1931	заранее	adv	in advance
1932	семейный	adj	family
1933	продолжаться	verb	to continue
1934	громкий	adj	loud
1935	подписать	verb	to sign
1936	выясниться	verb	to be explained
1937	ракета	noun	rocket
1938	заняться	verb	to study, to engage in
1939	завести	verb	to get, to start
1940	зарплата	noun	salary
1941	топор	noun	axe
1942	убийца	noun	killer
1943	сообразить	verb	to consider, to grasp
1944	сущность	noun	essence
1945	сперва	adv	first
1946	одинокий	adj	lonely
1947	сохранить	verb	to preserve
1948	домик	noun	house
1949	менять	verb	to change
1950	запись	noun	record
1951	пожар	noun	fire
1952	пачка	noun	pack, bundle
1953	ага	interj	aha
1954	широко	adv	wide
1955	указать	verb	to indicate, to point out
1956	спрятать	verb	to hide
1957	свидетель	noun	witness
1958	привычный	adj	customary
1959	пища	noun	food
1960	забота	noun	concern
1961	таков	pron	such
1962	открытие	noun	discovery
1963	девица	noun	girl
1964	ощущать	verb	to feel, to experience
1965	специально	adv	specially, intentionally
1966	вождь	noun	leader
1967	одеяло	noun	blanket
1968	храм	noun	temple
1969	стучать	verb	to knock
1970	сделаться	verb	to make
1971	летать	verb	to fly
1972	пассажир	noun	passenger
1973	строительство	noun	building
1974	поездка	noun	trip
1975	рана	noun	wound
1976	веревка	noun	rope
1977	погода	noun	weather
1978	двести	card	two hundred
1979	валить	verb	to bring down
1980	паспорт	noun	passport
1981	привычка	noun	habit
1982	холм	noun	hill
1983	сдать	verb	to return
1984	благодаря	prep	thanks to, owing to
1985	сообщать	verb	to let know, to report
1986	подавать	verb	to give
1987	устать	verb	to get tired
1988	скрыться	verb	to be hidden
1989	шоссе	noun	highway
1990	могучий	adj	powerful
1991	поворот	noun	turning
1992	восторг	noun	delight, enthusiasm
1993	мечта	noun	dream
1994	кабина	noun	cab
1995	картошка	noun	potato
1996	дождаться	verb	to wait until
1997	уничтожить	verb	to destroy
1998	земной	adj	terrestrial
1999	надоесть	verb	to tire, to pester