property	url	status	title
clip-rule	http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-clip-rule	CR	CSS Masking Module Level 1
color	http://www.w3.org/TR/2011/REC-CSS2-20110607/colors.html#propdef-color	REC	CSS 2.1
color	http://www.w3.org/TR/2011/REC-css3-color-20110607#color0	REC	CSS Color Module Level 3
color-interpolation-filters	http://dev.w3.org/fxtf/filters/#propdef-color-interpolation-filters	ED	Filter Effects Module Level 1
color-interpolation-filters	http://www.w3.org/TR/2014/WD-filter-effects-1-20141125/#propdef-color-interpolation-filters	WD	Filter Effects Module Level 1
column-count	http://www.w3.org/TR/2011/CR-css3-multicol-20110412#column-count	CR	CSS Multi-column Layout Module
column-fill	http://www.w3.org/TR/2011/CR-css3-multicol-20110412#column-fill	CR	CSS Multi-column Layout Module
column-gap	http://www.w3.org/TR/2011/CR-css3-multicol-20110412#column-gap0	CR	CSS Multi-column Layout Module
column-rule	http://www.w3.org/TR/2011/CR-css3-multicol-20110412#column-rule0	CR	CSS Multi-column Layout Module
column-rule-color	http://www.w3.org/TR/2011/CR-css3-multicol-20110412#column-rule-color	CR	CSS Multi-column Layout Module
column-rule-style	http://www.w3.org/TR/2011/CR-css3-multicol-20110412#column-rule-style	CR	CSS Multi-column Layout Module
column-rule-width	http://www.w3.org/TR/2011/CR-css3-multicol-20110412#column-rule-width	CR	CSS Multi-column Layout Module
column-span	http://www.w3.org/TR/2011/CR-css3-multicol-20110412#column-span0	CR	CSS Multi-column Layout Module
column-width	http://www.w3.org/TR/2011/CR-css3-multicol-20110412#column-width	CR	CSS Multi-column Layout Module
columns	http://www.w3.org/TR/2011/CR-css3-multicol-20110412#columns0	CR	CSS Multi-column Layout Module
content	http://www.w3.org/TR/2003/WD-css3-content-20030514#content	WD	CSS3 Generated and Replaced Content Module
content	http://www.w3.org/TR/2011/REC-CSS2-20110607/generate.html#propdef-content	REC	CSS 2.1
counter-increment	http://dev.w3.org/csswg/css3-lists/#propdef-counter-increment	ED	CSS Lists and Counters Module Level 3
counter-increment	http://www.w3.org/TR/2003/WD-css3-content-20030514#counter-increment	WD	CSS3 Generated and Replaced Content Module
counter-increment	http://www.w3.org/TR/2011/REC-CSS2-20110607/generate.html#propdef-counter-increment	REC	CSS 2.1
counter-increment	http://www.w3.org/TR/2014/WD-css-lists-3-20140320/#propdef-counter-increment	WD	CSS Lists and Counters Module Level 3
counter-reset	http://dev.w3.org/csswg/css3-lists/#propdef-counter-reset	ED	CSS Lists and Counters Module Level 3
counter-reset	http://www.w3.org/TR/2003/WD-css3-content-20030514#counter-reset	WD	CSS3 Generated and Replaced Content Module
counter-reset	http://www.w3.org/TR/2011/REC-CSS2-20110607/generate.html#propdef-counter-reset	REC	CSS 2.1
counter-reset	http://www.w3.org/TR/2014/WD-css-lists-3-20140320/#propdef-counter-reset	WD	CSS Lists and Counters Module Level 3
counter-set	http://dev.w3.org/csswg/css3-lists/#propdef-counter-set	ED	CSS Lists and Counters Module Level 3
counter-set	http://www.w3.org/TR/2014/WD-css-lists-3-20140320/#propdef-counter-set	WD	CSS Lists and Counters Module Level 3
crop	http://www.w3.org/TR/2003/WD-css3-content-20030514#crop	WD	CSS3 Generated and Replaced Content Module
cue	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-cue	REC	CSS 2.1
cue	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#cue	CR	CSS Speech Module
cue-after	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-cue-after	REC	CSS 2.1
cue-after	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#cue-after	CR	CSS Speech Module
cue-before	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-cue-before	REC	CSS 2.1
cue-before	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#cue-before	CR	CSS Speech Module
cursor	http://dev.w3.org/csswg/css-ui/#propdef-cursor	ED	CSS Basic User Interface Module Level 3 (CSS3 UI)
cursor	http://www.w3.org/TR/2011/REC-CSS2-20110607/ui.html#propdef-cursor	REC	CSS 2.1
cursor	http://www.w3.org/TR/2015/CR-css-ui-3-20150707/#propdef-cursor	CR	CSS Basic User Interface Module Level 3 (CSS3 UI)
direction	http://dev.w3.org/csswg/css-writing-modes-3/#propdef-direction	ED	CSS Writing Modes Level 3
direction	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-direction	REC	CSS 2.1
direction	http://www.w3.org/TR/2015/CR-css-writing-modes-3-20151215/#propdef-direction	CR	CSS Writing Modes Level 3
display	http://dev.w3.org/csswg/css-display/#propdef-display	ED	CSS Display Module Level 3
display	http://dev.w3.org/csswg/css-ruby-1/#propdef-display	ED	CSS Ruby Layout Module Level 1
display	http://www.w3.org/TR/2003/WD-css3-content-20030514#display	WD	CSS3 Generated and Replaced Content Module
display	http://www.w3.org/TR/2007/WD-css3-box-20070809#display	WD	CSS basic box model
display	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-display	REC	CSS 2.1
display	http://www.w3.org/TR/2014/WD-css-ruby-1-20140805/#propdef-display	WD	CSS Ruby Layout Module Level 1
display	http://www.w3.org/TR/2015/WD-css-display-3-20151015/#propdef-display	WD	CSS Display Module Level 3
dominant-baseline	http://dev.w3.org/csswg/css-inline/#propdef-dominant-baseline	ED	CSS Inline Layout Module Level 3
dominant-baseline	http://www.w3.org/TR/2015/WD-css-inline-3-20150917/#propdef-dominant-baseline	WD	CSS Inline Layout Module Level 3
elevation	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-elevation	REC	CSS 2.1
empty-cells	http://www.w3.org/TR/2011/REC-CSS2-20110607/tables.html#propdef-empty-cells	REC	CSS 2.1
filter	http://dev.w3.org/fxtf/filters/#propdef-filter	ED	Filter Effects Module Level 1
filter	http://www.w3.org/TR/2014/WD-filter-effects-1-20141125/#propdef-filter	WD	Filter Effects Module Level 1
flex	http://www.w3.org/TR/2016/CR-css-flexbox-1-20160301/#propdef-flex	CR	CSS Flexible Box Layout Module Level 1
flex	https://drafts.csswg.org/css-flexbox/#propdef-flex	ED	CSS Flexible Box Layout Module Level 1
flex-basis	http://www.w3.org/TR/2016/CR-css-flexbox-1-20160301/#propdef-flex-basis	CR	CSS Flexible Box Layout Module Level 1
flex-basis	https://drafts.csswg.org/css-flexbox/#propdef-flex-basis	ED	CSS Flexible Box Layout Module Level 1
flex-direction	http://www.w3.org/TR/2016/CR-css-flexbox-1-20160301/#propdef-flex-direction	CR	CSS Flexible Box Layout Module Level 1
flex-direction	https://drafts.csswg.org/css-flexbox/#propdef-flex-direction	ED	CSS Flexible Box Layout Module Level 1
flex-flow	http://www.w3.org/TR/2016/CR-css-flexbox-1-20160301/#propdef-flex-flow	CR	CSS Flexible Box Layout Module Level 1
flex-flow	https://drafts.csswg.org/css-flexbox/#propdef-flex-flow	ED	CSS Flexible Box Layout Module Level 1
flex-grow	http://www.w3.org/TR/2016/CR-css-flexbox-1-20160301/#propdef-flex-grow	CR	CSS Flexible Box Layout Module Level 1
flex-grow	https://drafts.csswg.org/css-flexbox/#propdef-flex-grow	ED	CSS Flexible Box Layout Module Level 1
flex-shrink	http://www.w3.org/TR/2016/CR-css-flexbox-1-20160301/#propdef-flex-shrink	CR	CSS Flexible Box Layout Module Level 1
flex-shrink	https://drafts.csswg.org/css-flexbox/#propdef-flex-shrink	ED	CSS Flexible Box Layout Module Level 1
flex-wrap	http://www.w3.org/TR/2016/CR-css-flexbox-1-20160301/#propdef-flex-wrap	CR	CSS Flexible Box Layout Module Level 1
flex-wrap	https://drafts.csswg.org/css-flexbox/#propdef-flex-wrap	ED	CSS Flexible Box Layout Module Level 1
float	http://dev.w3.org/csswg/css-page-floats/#propdef-float	ED	CSS Page Floats
float	http://www.w3.org/TR/2007/WD-css3-box-20070809#float	WD	CSS basic box model
float	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-float	REC	CSS 2.1
float	http://www.w3.org/TR/2015/WD-css-page-floats-3-20150915/#propdef-float	FPWD	CSS Page Floats
float-defer	http://dev.w3.org/csswg/css-page-floats/#propdef-float-defer	ED	CSS Page Floats
float-defer	http://www.w3.org/TR/2015/WD-css-page-floats-3-20150915/#propdef-float-defer	FPWD	CSS Page Floats
float-offset	http://dev.w3.org/csswg/css-page-floats/#propdef-float-offset	ED	CSS Page Floats
float-offset	http://www.w3.org/TR/2015/WD-css-page-floats-3-20150915/#propdef-float-offset	FPWD	CSS Page Floats
float-reference	http://dev.w3.org/csswg/css-page-floats/#propdef-float-reference	ED	CSS Page Floats
float-reference	http://www.w3.org/TR/2015/WD-css-page-floats-3-20150915/#propdef-float-reference	FPWD	CSS Page Floats
flood-color	http://dev.w3.org/fxtf/filters/#propdef-flood-color	ED	Filter Effects Module Level 1
flood-color	http://www.w3.org/TR/2014/WD-filter-effects-1-20141125/#propdef-flood-color	WD	Filter Effects Module Level 1
flood-opacity	http://dev.w3.org/fxtf/filters/#propdef-flood-opacity	ED	Filter Effects Module Level 1
flood-opacity	http://www.w3.org/TR/2014/WD-filter-effects-1-20141125/#propdef-flood-opacity	WD	Filter Effects Module Level 1
flow	http://dev.w3.org/csswg/css-template/#flow0	ED	CSS Template Layout Module
flow	http://www.w3.org/TR/2015/NOTE-css-template-3-20150326/#flow0	NOTE	CSS Template Layout Module
flow-from	http://dev.w3.org/csswg/css-regions/#propdef-flow-from	ED	CSS Regions Module Level 1
flow-from	http://www.w3.org/TR/2014/WD-css-regions-1-20141009/#propdef-flow-from	WD	CSS Regions Module Level 1
flow-into	http://dev.w3.org/csswg/css-regions/#propdef-flow-into	ED	CSS Regions Module Level 1
flow-into	http://www.w3.org/TR/2014/WD-css-regions-1-20141009/#propdef-flow-into	WD	CSS Regions Module Level 1
font	http://dev.w3.org/csswg/css-fonts/#propdef-font	ED	CSS Fonts Module Level 3
font	http://www.w3.org/TR/2011/REC-CSS2-20110607/fonts.html#propdef-font	REC	CSS 2.1
font	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font	CR	CSS Fonts Module Level 3
font-family	http://dev.w3.org/csswg/css-fonts/#propdef-font-family	ED	CSS Fonts Module Level 3
font-family	http://www.w3.org/TR/2011/REC-CSS2-20110607/fonts.html#propdef-font-family	REC	CSS 2.1
font-family	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-family	CR	CSS Fonts Module Level 3
font-feature-settings	http://dev.w3.org/csswg/css-fonts/#propdef-font-feature-settings	ED	CSS Fonts Module Level 3
font-feature-settings	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-feature-settings	CR	CSS Fonts Module Level 3
font-kerning	http://dev.w3.org/csswg/css-fonts/#propdef-font-kerning	ED	CSS Fonts Module Level 3
font-kerning	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-kerning	CR	CSS Fonts Module Level 3
font-language-override	http://dev.w3.org/csswg/css-fonts/#propdef-font-language-override	ED	CSS Fonts Module Level 3
font-language-override	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-language-override	CR	CSS Fonts Module Level 3
font-size	http://dev.w3.org/csswg/css-fonts/#propdef-font-size	ED	CSS Fonts Module Level 3
font-size	http://www.w3.org/TR/2011/REC-CSS2-20110607/fonts.html#propdef-font-size	REC	CSS 2.1
font-size	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-size	CR	CSS Fonts Module Level 3
font-size-adjust	http://dev.w3.org/csswg/css-fonts/#propdef-font-size-adjust	ED	CSS Fonts Module Level 3
font-size-adjust	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-size-adjust	CR	CSS Fonts Module Level 3
font-stretch	http://dev.w3.org/csswg/css-fonts/#propdef-font-stretch	ED	CSS Fonts Module Level 3
font-stretch	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-stretch	CR	CSS Fonts Module Level 3
font-style	http://dev.w3.org/csswg/css-fonts/#propdef-font-style	ED	CSS Fonts Module Level 3
font-style	http://www.w3.org/TR/2011/REC-CSS2-20110607/fonts.html#propdef-font-style	REC	CSS 2.1
font-style	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-style	CR	CSS Fonts Module Level 3
font-synthesis	http://dev.w3.org/csswg/css-fonts/#propdef-font-synthesis	ED	CSS Fonts Module Level 3
font-synthesis	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-synthesis	CR	CSS Fonts Module Level 3
font-variant	http://dev.w3.org/csswg/css-fonts/#propdef-font-variant	ED	CSS Fonts Module Level 3
font-variant	http://www.w3.org/TR/2011/REC-CSS2-20110607/fonts.html#propdef-font-variant	REC	CSS 2.1
font-variant	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-variant	CR	CSS Fonts Module Level 3
font-variant-alternates	http://dev.w3.org/csswg/css-fonts/#propdef-font-variant-alternates	ED	CSS Fonts Module Level 3
font-variant-alternates	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-variant-alternates	CR	CSS Fonts Module Level 3
font-variant-caps	http://dev.w3.org/csswg/css-fonts/#propdef-font-variant-caps	ED	CSS Fonts Module Level 3
font-variant-caps	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-variant-caps	CR	CSS Fonts Module Level 3
font-variant-east-asian	http://dev.w3.org/csswg/css-fonts/#propdef-font-variant-east-asian	ED	CSS Fonts Module Level 3
font-variant-east-asian	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-variant-east-asian	CR	CSS Fonts Module Level 3
font-variant-ligatures	http://dev.w3.org/csswg/css-fonts/#propdef-font-variant-ligatures	ED	CSS Fonts Module Level 3
font-variant-ligatures	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-variant-ligatures	CR	CSS Fonts Module Level 3
font-variant-numeric	http://dev.w3.org/csswg/css-fonts/#propdef-font-variant-numeric	ED	CSS Fonts Module Level 3
font-variant-numeric	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-variant-numeric	CR	CSS Fonts Module Level 3
font-variant-position	http://dev.w3.org/csswg/css-fonts/#propdef-font-variant-position	ED	CSS Fonts Module Level 3
font-variant-position	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-variant-position	CR	CSS Fonts Module Level 3
font-weight	http://dev.w3.org/csswg/css-fonts/#propdef-font-weight	ED	CSS Fonts Module Level 3
font-weight	http://www.w3.org/TR/2011/REC-CSS2-20110607/fonts.html#propdef-font-weight	REC	CSS 2.1
font-weight	http://www.w3.org/TR/2013/CR-css-fonts-3-20131003/#propdef-font-weight	CR	CSS Fonts Module Level 3
footnote-display	http://dev.w3.org/csswg/css-gcpm/#propdef-footnote-display	ED	CSS Generated Content for Paged Media Module
footnote-display	http://www.w3.org/TR/2014/WD-css-gcpm-3-20140513/#propdef-footnote-display	WD	CSS Generated Content for Paged Media Module
footnote-policy	http://dev.w3.org/csswg/css-gcpm/#propdef-footnote-policy	ED	CSS Generated Content for Paged Media Module
footnote-policy	http://www.w3.org/TR/2014/WD-css-gcpm-3-20140513/#propdef-footnote-policy	WD	CSS Generated Content for Paged Media Module
glyph-orientation-vertical	http://dev.w3.org/csswg/css-writing-modes-3/#propdef-glyph-orientation-vertical	ED	CSS Writing Modes Level 3
glyph-orientation-vertical	http://www.w3.org/TR/2015/CR-css-writing-modes-3-20151215/#propdef-glyph-orientation-vertical	CR	CSS Writing Modes Level 3
grid	http://dev.w3.org/csswg/css-grid/#propdef-grid	ED	CSS Grid Layout Module Level 1
grid	http://dev.w3.org/csswg/css-template/#grid	ED	CSS Template Layout Module
grid	http://www.w3.org/TR/2015/NOTE-css-template-3-20150326/#grid	NOTE	CSS Template Layout Module
grid	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid	WD	CSS Grid Layout Module Level 1
grid-area	http://dev.w3.org/csswg/css-grid/#propdef-grid-area	ED	CSS Grid Layout Module Level 1
grid-area	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-area	WD	CSS Grid Layout Module Level 1
grid-auto-columns	http://dev.w3.org/csswg/css-grid/#propdef-grid-auto-columns	ED	CSS Grid Layout Module Level 1
grid-auto-columns	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-auto-columns	WD	CSS Grid Layout Module Level 1
grid-auto-flow	http://dev.w3.org/csswg/css-grid/#propdef-grid-auto-flow	ED	CSS Grid Layout Module Level 1
grid-auto-flow	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-auto-flow	WD	CSS Grid Layout Module Level 1
grid-auto-rows	http://dev.w3.org/csswg/css-grid/#propdef-grid-auto-rows	ED	CSS Grid Layout Module Level 1
grid-auto-rows	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-auto-rows	WD	CSS Grid Layout Module Level 1
grid-column	http://dev.w3.org/csswg/css-grid/#propdef-grid-column	ED	CSS Grid Layout Module Level 1
grid-column	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-column	WD	CSS Grid Layout Module Level 1
grid-column-end	http://dev.w3.org/csswg/css-grid/#propdef-grid-column-end	ED	CSS Grid Layout Module Level 1
grid-column-end	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-column-end	WD	CSS Grid Layout Module Level 1
grid-column-gap	http://dev.w3.org/csswg/css-grid/#propdef-grid-column-gap	ED	CSS Grid Layout Module Level 1
grid-column-gap	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-column-gap	WD	CSS Grid Layout Module Level 1
grid-column-start	http://dev.w3.org/csswg/css-grid/#propdef-grid-column-start	ED	CSS Grid Layout Module Level 1
grid-column-start	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-column-start	WD	CSS Grid Layout Module Level 1
grid-gap	http://dev.w3.org/csswg/css-grid/#propdef-grid-gap	ED	CSS Grid Layout Module Level 1
grid-gap	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-gap	WD	CSS Grid Layout Module Level 1
grid-row	http://dev.w3.org/csswg/css-grid/#propdef-grid-row	ED	CSS Grid Layout Module Level 1
grid-row	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-row	WD	CSS Grid Layout Module Level 1
grid-row-end	http://dev.w3.org/csswg/css-grid/#propdef-grid-row-end	ED	CSS Grid Layout Module Level 1
grid-row-end	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-row-end	WD	CSS Grid Layout Module Level 1
grid-row-gap	http://dev.w3.org/csswg/css-grid/#propdef-grid-row-gap	ED	CSS Grid Layout Module Level 1
grid-row-gap	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-row-gap	WD	CSS Grid Layout Module Level 1
grid-row-start	http://dev.w3.org/csswg/css-grid/#propdef-grid-row-start	ED	CSS Grid Layout Module Level 1
grid-row-start	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-row-start	WD	CSS Grid Layout Module Level 1
grid-template	http://dev.w3.org/csswg/css-template/#grid-template0	ED	CSS Template Layout Module
grid-template	http://www.w3.org/TR/2015/NOTE-css-template-3-20150326/#grid-template0	NOTE	CSS Template Layout Module
grid-template	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-template	WD	CSS Grid Layout Module Level 1
grid-template-areas	http://dev.w3.org/csswg/css-grid/#propdef-grid-template-areas	ED	CSS Grid Layout Module Level 1
grid-template-areas	http://dev.w3.org/csswg/css-template/#grid-template-areas	ED	CSS Template Layout Module
grid-template-areas	http://www.w3.org/TR/2015/NOTE-css-template-3-20150326/#grid-template-areas	NOTE	CSS Template Layout Module
grid-template-areas	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-template-areas	WD	CSS Grid Layout Module Level 1
grid-template-columns	http://dev.w3.org/csswg/css-grid/#propdef-grid-template-columns	ED	CSS Grid Layout Module Level 1
grid-template-columns	http://dev.w3.org/csswg/css-template/#grid-template-columns	ED	CSS Template Layout Module
grid-template-columns	http://www.w3.org/TR/2015/NOTE-css-template-3-20150326/#grid-template-columns	NOTE	CSS Template Layout Module
grid-template-columns	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-template-columns	WD	CSS Grid Layout Module Level 1
grid-template-rows	http://dev.w3.org/csswg/css-grid/#propdef-grid-template-rows	ED	CSS Grid Layout Module Level 1
grid-template-rows	http://dev.w3.org/csswg/css-template/#grid-template-rows	ED	CSS Template Layout Module
grid-template-rows	http://www.w3.org/TR/2015/NOTE-css-template-3-20150326/#grid-template-rows	NOTE	CSS Template Layout Module
grid-template-rows	http://www.w3.org/TR/2015/WD-css-grid-1-20150917/#propdef-grid-template-rows	WD	CSS Grid Layout Module Level 1
hanging-punctuation	http://dev.w3.org/csswg/css-text-3/#propdef-hanging-punctuation	ED	CSS Text Module Level 3
hanging-punctuation	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#hanging-punctuation	LC	CSS Text Module Level 3
height	http://www.w3.org/TR/2007/WD-css3-box-20070809#height	WD	CSS basic box model
height	http://www.w3.org/TR/2011/REC-CSS2-20110607/visudet.html#propdef-height	REC	CSS 2.1
hyphenate-character	http://dev.w3.org/csswg/css-text-4/#propdef-hyphenate-character	ED	CSS Text Module Level 4
hyphenate-character	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-hyphenate-character	FPWD	CSS Text Module Level 4
hyphenate-limit-chars	http://dev.w3.org/csswg/css-text-4/#propdef-hyphenate-limit-chars	ED	CSS Text Module Level 4
hyphenate-limit-chars	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-hyphenate-limit-chars	FPWD	CSS Text Module Level 4
hyphenate-limit-last	http://dev.w3.org/csswg/css-text-4/#propdef-hyphenate-limit-last	ED	CSS Text Module Level 4
hyphenate-limit-last	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-hyphenate-limit-last	FPWD	CSS Text Module Level 4
hyphenate-limit-lines	http://dev.w3.org/csswg/css-text-4/#propdef-hyphenate-limit-lines	ED	CSS Text Module Level 4
hyphenate-limit-lines	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-hyphenate-limit-lines	FPWD	CSS Text Module Level 4
hyphenate-limit-zone	http://dev.w3.org/csswg/css-text-4/#propdef-hyphenate-limit-zone	ED	CSS Text Module Level 4
hyphenate-limit-zone	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-hyphenate-limit-zone	FPWD	CSS Text Module Level 4
hyphens	http://dev.w3.org/csswg/css-text-3/#propdef-hyphens	ED	CSS Text Module Level 3
hyphens	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#hyphens	LC	CSS Text Module Level 3
image-orientation	http://www.w3.org/TR/2012/CR-css3-images-20120417/#image-orientation	CR	CSS Image Values and Replaced Content Module Level 3
image-orientation	http://www.w3.org/TR/2012/WD-css4-images-20120911/#image-orientation	WD	CSS Image Values and Replaced Content Module Level 4
image-rendering	http://www.w3.org/TR/2012/WD-css4-images-20120911/#image-rendering	WD	CSS Image Values and Replaced Content Module Level 4
image-resolution	http://www.w3.org/TR/2012/CR-css3-images-20120417/#image-resolution	CR	CSS Image Values and Replaced Content Module Level 3
image-resolution	http://www.w3.org/TR/2012/WD-css4-images-20120911/#image-resolution	WD	CSS Image Values and Replaced Content Module Level 4
initial-letter	http://dev.w3.org/csswg/css-inline/#propdef-initial-letter	ED	CSS Inline Layout Module Level 3
initial-letter	http://www.w3.org/TR/2015/WD-css-inline-3-20150917/#propdef-initial-letter	WD	CSS Inline Layout Module Level 3
initial-letter-align	http://dev.w3.org/csswg/css-inline/#propdef-initial-letter-align	ED	CSS Inline Layout Module Level 3
initial-letter-align	http://www.w3.org/TR/2015/WD-css-inline-3-20150917/#propdef-initial-letter-align	WD	CSS Inline Layout Module Level 3
initial-letter-wrap	http://dev.w3.org/csswg/css-inline/#propdef-initial-letter-wrap	ED	CSS Inline Layout Module Level 3
initial-letter-wrap	http://www.w3.org/TR/2015/WD-css-inline-3-20150917/#propdef-initial-letter-wrap	WD	CSS Inline Layout Module Level 3
isolation	http://dev.w3.org/fxtf/compositing-1/#propdef-isolation	ED	Compositing and Blending Level 1
isolation	http://www.w3.org/TR/2015/CR-compositing-1-20150113/#propdef-isolation	CR	Compositing and Blending Level 1
justify-content	http://dev.w3.org/csswg/css-align/#propdef-justify-content	ED	CSS Box Alignment Module Level 3
justify-content	http://www.w3.org/TR/2014/WD-css-align-3-20141218/#propdef-justify-content	WD	CSS Box Alignment Module Level 3
